Project, Fun, Type, Info, Line Num, Filename, Link,
coreos/etcd,txnPutFunc,Integer as a spawning for bound,Name : txnPutTotal,98,/tmp/clone-example737956734/tools/benchmark/cmd/txn_put.go,https://github.com/coreos/etcd/blob/beb5614aad24ac6041045357ebd7ba296853f384//tmp/clone-example737956734/tools/benchmark/cmd/txn_put.go#L98,
coreos/etcd,txnPutFunc,Integer as a spawning for bound,Name : &{7450658 INT 0},98,/tmp/clone-example737956734/tools/benchmark/cmd/txn_put.go,https://github.com/coreos/etcd/blob/beb5614aad24ac6041045357ebd7ba296853f384//tmp/clone-example737956734/tools/benchmark/cmd/txn_put.go#L98,
coreos/etcd,txnPutFunc,Integer as a spawning for bound,Name : txnPutOpsPerTxn,100,/tmp/clone-example737956734/tools/benchmark/cmd/txn_put.go,https://github.com/coreos/etcd/blob/beb5614aad24ac6041045357ebd7ba296853f384//tmp/clone-example737956734/tools/benchmark/cmd/txn_put.go#L100,
coreos/etcd,txnPutFunc,Integer as a spawning for bound,Name : &{7450737 INT 0},100,/tmp/clone-example737956734/tools/benchmark/cmd/txn_put.go,https://github.com/coreos/etcd/blob/beb5614aad24ac6041045357ebd7ba296853f384//tmp/clone-example737956734/tools/benchmark/cmd/txn_put.go#L100,
coreos/etcd,benchMakeWatches,Candidate param,Name : watchStreams, Mandatory : true,116,/tmp/clone-example737956734/tools/benchmark/cmd/watch.go,https://github.com/coreos/etcd/blob/beb5614aad24ac6041045357ebd7ba296853f384//tmp/clone-example737956734/tools/benchmark/cmd/watch.go#L116,
coreos/etcd,benchMakeWatches,Candidate param,Name : streams, Mandatory : true,124,/tmp/clone-example737956734/tools/benchmark/cmd/watch.go,https://github.com/coreos/etcd/blob/beb5614aad24ac6041045357ebd7ba296853f384//tmp/clone-example737956734/tools/benchmark/cmd/watch.go#L124,
coreos/etcd,benchMakeWatches,Candidate param,Name : streams, Mandatory : true,125,/tmp/clone-example737956734/tools/benchmark/cmd/watch.go,https://github.com/coreos/etcd/blob/beb5614aad24ac6041045357ebd7ba296853f384//tmp/clone-example737956734/tools/benchmark/cmd/watch.go#L125,
coreos/etcd,benchMakeWatches,Candidate param,Name : watchWatchesPerStream, Mandatory : false,130,/tmp/clone-example737956734/tools/benchmark/cmd/watch.go,https://github.com/coreos/etcd/blob/beb5614aad24ac6041045357ebd7ba296853f384//tmp/clone-example737956734/tools/benchmark/cmd/watch.go#L130,
coreos/etcd,benchMakeWatches,Candidate param,Name : watchStreams, Mandatory : false,146,/tmp/clone-example737956734/tools/benchmark/cmd/watch.go,https://github.com/coreos/etcd/blob/beb5614aad24ac6041045357ebd7ba296853f384//tmp/clone-example737956734/tools/benchmark/cmd/watch.go#L146,
coreos/etcd,benchMakeWatches,Candidate param,Name : watchWatchesPerStream, Mandatory : false,146,/tmp/clone-example737956734/tools/benchmark/cmd/watch.go,https://github.com/coreos/etcd/blob/beb5614aad24ac6041045357ebd7ba296853f384//tmp/clone-example737956734/tools/benchmark/cmd/watch.go#L146,
coreos/etcd,benchMakeWatches,Candidate param,Name : streams, Mandatory : false,159,/tmp/clone-example737956734/tools/benchmark/cmd/watch.go,https://github.com/coreos/etcd/blob/beb5614aad24ac6041045357ebd7ba296853f384//tmp/clone-example737956734/tools/benchmark/cmd/watch.go#L159,
coreos/etcd,benchMakeWatches,Integer as a chan bound,Name : watchStreams,116,/tmp/clone-example737956734/tools/benchmark/cmd/watch.go,https://github.com/coreos/etcd/blob/beb5614aad24ac6041045357ebd7ba296853f384//tmp/clone-example737956734/tools/benchmark/cmd/watch.go#L116,
coreos/etcd,benchMakeWatches,Integer as a add bound,Name : &{0xc42bf059c0 7425640 + 0xc4378ebac0},124,/tmp/clone-example737956734/tools/benchmark/cmd/watch.go,https://github.com/coreos/etcd/blob/beb5614aad24ac6041045357ebd7ba296853f384//tmp/clone-example737956734/tools/benchmark/cmd/watch.go#L124,
coreos/etcd,benchMakeWatches,Func as a chan bound,Name : len(streams),125,/tmp/clone-example737956734/tools/benchmark/cmd/watch.go,https://github.com/coreos/etcd/blob/beb5614aad24ac6041045357ebd7ba296853f384//tmp/clone-example737956734/tools/benchmark/cmd/watch.go#L125,
coreos/etcd,benchMakeWatches,len() as a chan bound,Name : len(streams),125,/tmp/clone-example737956734/tools/benchmark/cmd/watch.go,https://github.com/coreos/etcd/blob/beb5614aad24ac6041045357ebd7ba296853f384//tmp/clone-example737956734/tools/benchmark/cmd/watch.go#L125,
coreos/etcd,benchMakeWatches,Integer as a spawning for bound,Name : watchWatchesPerStream,130,/tmp/clone-example737956734/tools/benchmark/cmd/watch.go,https://github.com/coreos/etcd/blob/beb5614aad24ac6041045357ebd7ba296853f384//tmp/clone-example737956734/tools/benchmark/cmd/watch.go#L130,
coreos/etcd,benchMakeWatches,Integer as a spawning for bound,Name : &{7425821 INT 0},130,/tmp/clone-example737956734/tools/benchmark/cmd/watch.go,https://github.com/coreos/etcd/blob/beb5614aad24ac6041045357ebd7ba296853f384//tmp/clone-example737956734/tools/benchmark/cmd/watch.go#L130,
coreos/etcd,benchMakeWatches,Go in for,,127,/tmp/clone-example737956734/tools/benchmark/cmd/watch.go,https://github.com/coreos/etcd/blob/beb5614aad24ac6041045357ebd7ba296853f384//tmp/clone-example737956734/tools/benchmark/cmd/watch.go#L127,
coreos/etcd,benchMakeWatches,Slice as a for bound,Name : []invalid type,126,/tmp/clone-example737956734/tools/benchmark/cmd/watch.go,https://github.com/coreos/etcd/blob/beb5614aad24ac6041045357ebd7ba296853f384//tmp/clone-example737956734/tools/benchmark/cmd/watch.go#L126,
coreos/etcd,benchMakeWatches,Integer as a spawning for bound,Name : &{watchStreams 7426143 * watchWatchesPerStream},146,/tmp/clone-example737956734/tools/benchmark/cmd/watch.go,https://github.com/coreos/etcd/blob/beb5614aad24ac6041045357ebd7ba296853f384//tmp/clone-example737956734/tools/benchmark/cmd/watch.go#L146,
coreos/etcd,benchMakeWatches,Integer as a spawning for bound,Name : &{7426124 INT 0},146,/tmp/clone-example737956734/tools/benchmark/cmd/watch.go,https://github.com/coreos/etcd/blob/beb5614aad24ac6041045357ebd7ba296853f384//tmp/clone-example737956734/tools/benchmark/cmd/watch.go#L146,
coreos/etcd,benchMakeWatches,Func as a spawning for bound,Name : len(streams),159,/tmp/clone-example737956734/tools/benchmark/cmd/watch.go,https://github.com/coreos/etcd/blob/beb5614aad24ac6041045357ebd7ba296853f384//tmp/clone-example737956734/tools/benchmark/cmd/watch.go#L159,
coreos/etcd,benchMakeWatches,len() as a spawning for bound,Name : len(streams),159,/tmp/clone-example737956734/tools/benchmark/cmd/watch.go,https://github.com/coreos/etcd/blob/beb5614aad24ac6041045357ebd7ba296853f384//tmp/clone-example737956734/tools/benchmark/cmd/watch.go#L159,
coreos/etcd,benchMakeWatches,Integer as a spawning for bound,Name : &{7426383 INT 0},159,/tmp/clone-example737956734/tools/benchmark/cmd/watch.go,https://github.com/coreos/etcd/blob/beb5614aad24ac6041045357ebd7ba296853f384//tmp/clone-example737956734/tools/benchmark/cmd/watch.go#L159,
coreos/etcd,benchPutWatches,Candidate param,Name : watchPutTotal, Mandatory : false,186,/tmp/clone-example737956734/tools/benchmark/cmd/watch.go,https://github.com/coreos/etcd/blob/beb5614aad24ac6041045357ebd7ba296853f384//tmp/clone-example737956734/tools/benchmark/cmd/watch.go#L186,
coreos/etcd,benchPutWatches,Candidate param,Name : watches_wk, Mandatory : true,196,/tmp/clone-example737956734/tools/benchmark/cmd/watch.go,https://github.com/coreos/etcd/blob/beb5614aad24ac6041045357ebd7ba296853f384//tmp/clone-example737956734/tools/benchmark/cmd/watch.go#L196,
coreos/etcd,benchPutWatches,Candidate param,Name : watchPutTotal, Mandatory : false,209,/tmp/clone-example737956734/tools/benchmark/cmd/watch.go,https://github.com/coreos/etcd/blob/beb5614aad24ac6041045357ebd7ba296853f384//tmp/clone-example737956734/tools/benchmark/cmd/watch.go#L209,
coreos/etcd,benchPutWatches,Comm param,Name :clients, Mandatory : true,184,/tmp/clone-example737956734/tools/benchmark/cmd/watch.go,https://github.com/coreos/etcd/blob/beb5614aad24ac6041045357ebd7ba296853f384//tmp/clone-example737956734/tools/benchmark/cmd/watch.go#L184,
coreos/etcd,benchPutWatches,Integer as a spawning for bound,Name : watchPutTotal,186,/tmp/clone-example737956734/tools/benchmark/cmd/watch.go,https://github.com/coreos/etcd/blob/beb5614aad24ac6041045357ebd7ba296853f384//tmp/clone-example737956734/tools/benchmark/cmd/watch.go#L186,
coreos/etcd,benchPutWatches,Integer as a spawning for bound,Name : &{7427055 INT 0},186,/tmp/clone-example737956734/tools/benchmark/cmd/watch.go,https://github.com/coreos/etcd/blob/beb5614aad24ac6041045357ebd7ba296853f384//tmp/clone-example737956734/tools/benchmark/cmd/watch.go#L186,
coreos/etcd,benchPutWatches,Func as a add bound,Name : len(&{wk watches}),196,/tmp/clone-example737956734/tools/benchmark/cmd/watch.go,https://github.com/coreos/etcd/blob/beb5614aad24ac6041045357ebd7ba296853f384//tmp/clone-example737956734/tools/benchmark/cmd/watch.go#L196,
coreos/etcd,benchPutWatches,len() as a add bound,Name : len(&{wk watches}),196,/tmp/clone-example737956734/tools/benchmark/cmd/watch.go,https://github.com/coreos/etcd/blob/beb5614aad24ac6041045357ebd7ba296853f384//tmp/clone-example737956734/tools/benchmark/cmd/watch.go#L196,
coreos/etcd,benchPutWatches,Go in for,,199,/tmp/clone-example737956734/tools/benchmark/cmd/watch.go,https://github.com/coreos/etcd/blob/beb5614aad24ac6041045357ebd7ba296853f384//tmp/clone-example737956734/tools/benchmark/cmd/watch.go#L199,
coreos/etcd,benchPutWatches,Func as a chan bound,Name : len(clients),206,/tmp/clone-example737956734/tools/benchmark/cmd/watch.go,https://github.com/coreos/etcd/blob/beb5614aad24ac6041045357ebd7ba296853f384//tmp/clone-example737956734/tools/benchmark/cmd/watch.go#L206,
coreos/etcd,benchPutWatches,len() as a chan bound,Name : len(clients),206,/tmp/clone-example737956734/tools/benchmark/cmd/watch.go,https://github.com/coreos/etcd/blob/beb5614aad24ac6041045357ebd7ba296853f384//tmp/clone-example737956734/tools/benchmark/cmd/watch.go#L206,
coreos/etcd,benchPutWatches,Integer as a spawning for bound,Name : watchPutTotal,209,/tmp/clone-example737956734/tools/benchmark/cmd/watch.go,https://github.com/coreos/etcd/blob/beb5614aad24ac6041045357ebd7ba296853f384//tmp/clone-example737956734/tools/benchmark/cmd/watch.go#L209,
coreos/etcd,benchPutWatches,Integer as a spawning for bound,Name : &{7427537 INT 0},209,/tmp/clone-example737956734/tools/benchmark/cmd/watch.go,https://github.com/coreos/etcd/blob/beb5614aad24ac6041045357ebd7ba296853f384//tmp/clone-example737956734/tools/benchmark/cmd/watch.go#L209,
coreos/etcd,benchPutWatches,Go in for,,216,/tmp/clone-example737956734/tools/benchmark/cmd/watch.go,https://github.com/coreos/etcd/blob/beb5614aad24ac6041045357ebd7ba296853f384//tmp/clone-example737956734/tools/benchmark/cmd/watch.go#L216,
coreos/etcd,benchPutWatches,Slice as a for bound,Name : []*invalid type,215,/tmp/clone-example737956734/tools/benchmark/cmd/watch.go,https://github.com/coreos/etcd/blob/beb5614aad24ac6041045357ebd7ba296853f384//tmp/clone-example737956734/tools/benchmark/cmd/watch.go#L215,
coreos/etcd,Transport,Integer as a chan bound,Name : &{7766401 INT 1},130,/tmp/clone-example737956734/functional/agent/server.go,https://github.com/coreos/etcd/blob/beb5614aad24ac6041045357ebd7ba296853f384//tmp/clone-example737956734/functional/agent/server.go#L130,
coreos/etcd,Transport,For loop not well formed,Init : <nil> Cond : <nil> Post : <nil>,132,/tmp/clone-example737956734/functional/agent/server.go,https://github.com/coreos/etcd/blob/beb5614aad24ac6041045357ebd7ba296853f384//tmp/clone-example737956734/functional/agent/server.go#L132,
coreos/etcd,Register,Integer as a chan bound,Name : &{5675544 INT 1},51,/tmp/clone-example737956734/pkg/wait/wait.go,https://github.com/coreos/etcd/blob/beb5614aad24ac6041045357ebd7ba296853f384//tmp/clone-example737956734/pkg/wait/wait.go#L51,
coreos/etcd,LeaseKeepAlive,Integer as a add bound,Name : &{9721463 INT 1},140,/tmp/clone-example737956734/proxy/grpcproxy/lease.go,https://github.com/coreos/etcd/blob/beb5614aad24ac6041045357ebd7ba296853f384//tmp/clone-example737956734/proxy/grpcproxy/lease.go#L140,
coreos/etcd,LeaseKeepAlive,Integer as a chan bound,Name : &{9721812 INT 2},154,/tmp/clone-example737956734/proxy/grpcproxy/lease.go,https://github.com/coreos/etcd/blob/beb5614aad24ac6041045357ebd7ba296853f384//tmp/clone-example737956734/proxy/grpcproxy/lease.go#L154,
coreos/etcd,LeaseKeepAlive,Integer as a chan bound,Name : &{9722291 INT 3},171,/tmp/clone-example737956734/proxy/grpcproxy/lease.go,https://github.com/coreos/etcd/blob/beb5614aad24ac6041045357ebd7ba296853f384//tmp/clone-example737956734/proxy/grpcproxy/lease.go#L171,
coreos/etcd,Register,For loop not well formed,Init : <nil> Cond : &{0xc429fa9b40 9652987 == nil} Post : <nil>,43,/tmp/clone-example737956734/proxy/grpcproxy/register.go,https://github.com/coreos/etcd/blob/beb5614aad24ac6041045357ebd7ba296853f384//tmp/clone-example737956734/proxy/grpcproxy/register.go#L43,
coreos/etcd,Watch,Integer as a add bound,Name : &{9656491 INT 1},92,/tmp/clone-example737956734/proxy/grpcproxy/watch.go,https://github.com/coreos/etcd/blob/beb5614aad24ac6041045357ebd7ba296853f384//tmp/clone-example737956734/proxy/grpcproxy/watch.go#L92,
coreos/etcd,Watch,Integer as a chan bound,Name : &{9657412 INT 3},126,/tmp/clone-example737956734/proxy/grpcproxy/watch.go,https://github.com/coreos/etcd/blob/beb5614aad24ac6041045357ebd7ba296853f384//tmp/clone-example737956734/proxy/grpcproxy/watch.go#L126,
coreos/etcd,restoreIntoIndex,Candidate param,Name : restoreChunkKeys, Mandatory : true,449,/tmp/clone-example737956734/mvcc/kvstore.go,https://github.com/coreos/etcd/blob/beb5614aad24ac6041045357ebd7ba296853f384//tmp/clone-example737956734/mvcc/kvstore.go#L449,
coreos/etcd,restoreIntoIndex,Integer as a chan bound,Name : &{6162392 INT 1},449,/tmp/clone-example737956734/mvcc/kvstore.go,https://github.com/coreos/etcd/blob/beb5614aad24ac6041045357ebd7ba296853f384//tmp/clone-example737956734/mvcc/kvstore.go#L449,
coreos/etcd,restoreIntoIndex,Integer as a chan bound,Name : restoreChunkKeys,449,/tmp/clone-example737956734/mvcc/kvstore.go,https://github.com/coreos/etcd/blob/beb5614aad24ac6041045357ebd7ba296853f384//tmp/clone-example737956734/mvcc/kvstore.go#L449,
coreos/etcd,ServeHTTP,Integer as a chan bound,Name : &{9632793 INT 1},118,/tmp/clone-example737956734/proxy/httpproxy/reverse.go,https://github.com/coreos/etcd/blob/beb5614aad24ac6041045357ebd7ba296853f384//tmp/clone-example737956734/proxy/httpproxy/reverse.go#L118,
coreos/etcd,runSTM,Integer as a chan bound,Name : &{6573435 INT 1},141,/tmp/clone-example737956734/clientv3/concurrency/stm.go,https://github.com/coreos/etcd/blob/beb5614aad24ac6041045357ebd7ba296853f384//tmp/clone-example737956734/clientv3/concurrency/stm.go#L141,
coreos/etcd,runSTM,For loop not well formed,Init : <nil> Cond : <nil> Post : <nil>,154,/tmp/clone-example737956734/clientv3/concurrency/stm.go,https://github.com/coreos/etcd/blob/beb5614aad24ac6041045357ebd7ba296853f384//tmp/clone-example737956734/clientv3/concurrency/stm.go#L154,
mholt/caddy,trapSignalsCrossPlatform,Integer as a chan bound,Name : &{7956640 INT 1},38,/tmp/clone-example314452116/sigtrap.go,https://github.com/mholt/caddy/blob/b1480eb52f8e3dd621798e2b74b4e3e47bacc9f5//tmp/clone-example314452116/sigtrap.go#L38,
mholt/caddy,trapSignalsCrossPlatform,For loop not well formed,Init : &{[i] 7956692 := [0xc421a14780]} Cond : true Post : &{i 7956705 ++},41,/tmp/clone-example314452116/sigtrap.go,https://github.com/mholt/caddy/blob/b1480eb52f8e3dd621798e2b74b4e3e47bacc9f5//tmp/clone-example314452116/sigtrap.go#L41,
mholt/caddy,trapSignalsCrossPlatform,Go in for,,50,/tmp/clone-example314452116/sigtrap.go,https://github.com/mholt/caddy/blob/b1480eb52f8e3dd621798e2b74b4e3e47bacc9f5//tmp/clone-example314452116/sigtrap.go#L50,
mholt/caddy,trapSignalsPosix,Integer as a chan bound,Name : &{7878026 INT 1},31,/tmp/clone-example314452116/sigtrap_posix.go,https://github.com/mholt/caddy/blob/b1480eb52f8e3dd621798e2b74b4e3e47bacc9f5//tmp/clone-example314452116/sigtrap_posix.go#L31,
mholt/caddy,handleUpgradeResponse,Integer as a chan bound,Name : &{7294373 INT 1},81,/tmp/clone-example314452116/modules/caddyhttp/reverseproxy/streaming.go,https://github.com/mholt/caddy/blob/b1480eb52f8e3dd621798e2b74b4e3e47bacc9f5//tmp/clone-example314452116/modules/caddyhttp/reverseproxy/streaming.go#L81,
mholt/caddy,keepStorageClean,For loop not well formed,Init : <nil> Cond : <nil> Post : <nil>,388,/tmp/clone-example314452116/modules/caddytls/tls.go,https://github.com/mholt/caddy/blob/b1480eb52f8e3dd621798e2b74b4e3e47bacc9f5//tmp/clone-example314452116/modules/caddytls/tls.go#L388,
mholt/caddy,cmdStart,For loop not well formed,Init : <nil> Cond : <nil> Post : <nil>,116,/tmp/clone-example314452116/cmd/commandfuncs.go,https://github.com/mholt/caddy/blob/b1480eb52f8e3dd621798e2b74b4e3e47bacc9f5//tmp/clone-example314452116/cmd/commandfuncs.go#L116,
prometheus/prometheus,refresh,Candidate param,Name : names_d, Mandatory : true,151,/tmp/clone-example863239949/discovery/dns/dns.go,https://github.com/prometheus/prometheus/blob/b788986717e1597452ca25e5219510bb787165c7//tmp/clone-example863239949/discovery/dns/dns.go#L151,
prometheus/prometheus,refresh,Func as a add bound,Name : len(&{d names}),151,/tmp/clone-example863239949/discovery/dns/dns.go,https://github.com/prometheus/prometheus/blob/b788986717e1597452ca25e5219510bb787165c7//tmp/clone-example863239949/discovery/dns/dns.go#L151,
prometheus/prometheus,refresh,len() as a add bound,Name : len(&{d names}),151,/tmp/clone-example863239949/discovery/dns/dns.go,https://github.com/prometheus/prometheus/blob/b788986717e1597452ca25e5219510bb787165c7//tmp/clone-example863239949/discovery/dns/dns.go#L151,
prometheus/prometheus,refresh,Go in for,,153,/tmp/clone-example863239949/discovery/dns/dns.go,https://github.com/prometheus/prometheus/blob/b788986717e1597452ca25e5219510bb787165c7//tmp/clone-example863239949/discovery/dns/dns.go#L153,
prometheus/prometheus,watch,Integer as a chan bound,Name : &{5076980 INT 1},353,/tmp/clone-example863239949/tsdb/wal/watcher.go,https://github.com/prometheus/prometheus/blob/b788986717e1597452ca25e5219510bb787165c7//tmp/clone-example863239949/tsdb/wal/watcher.go#L353,
prometheus/prometheus,watch,For loop not well formed,Init : <nil> Cond : <nil> Post : <nil>,354,/tmp/clone-example863239949/tsdb/wal/watcher.go,https://github.com/prometheus/prometheus/blob/b788986717e1597452ca25e5219510bb787165c7//tmp/clone-example863239949/tsdb/wal/watcher.go#L354,
